Node,Clustering Coefficient
p136,0.12339479121659229
p142,0.4520835845772186
p171,0.16929361112886418
p204,0.24219596126809778
p215,0.23791909335318492
p216,0.17927232700091425
p220,0.3111438355038678
p252,0.3111438355038678
p253,0.1879719720967657
p254,0.25662559552656106
p256,0.242642943701825
p257,0.17478325629485061
p258,0.17227920026124563
p260,0.35545489921270085
p270,0.24486637691486504
p275,0.24472669000813013
p299,0.39874165918809706
p318,0.3111438355038678
p327,0.2885908700951292
p374,0.22851704876738324
p377,0.2600089049032597
p389,0.35545489921270085
p404,0.3111438355038678
p409,0.24238738532998352
p414,0.20284522507572159
p415,0.297452820418505
p418,0.35545489921270085
p425,0.2146342461142477
p457,0.3341509407931291
p458,0.35545489921270085
p496,0.20284522507572159
p498,0.3111438355038678
p521,0.1665786737447821
p529,0.39874165918809706
p539,0.2995975370975356
p541,0.2980068298692072
p543,0.3089722282407856
p554,0.20692694204672174
p558,0.23339965043396643
p566,0.35545489921270085
p572,0.12807942618145504
p577,0.30648208511259806
p578,0.152741681670403
p580,0.31229323353953126
p587,0.1978896126996376
p591,0.24412159131326627
p604,0.17305647988144987
p668,0.35545489921270085
p673,0.35545489921270085
p739,0.2888542670705856
p800,0.2888542670705856
p802,0.24437135937061838
p819,0.20634422262821842
p824,0.2333859145452147
p827,0.2735240055459884
p847,0.2900863568183018
p849,0.15871264727146175
p851,0.23190835905411408
p852,0.19132632264512817
p859,0.3560798394454244
p860,0.15752613730896142
p863,0.32626882699556875
p875,0.2312600751091127
p879,0.45208358457721864
p890,0.25154943118960593
p892,0.14885117684778149
p894,0.12590996339542496
p898,0.1690585405009807
p902,0.15492478046172833
p904,0.14779265070095637
p905,0.13842783431331462
p906,0.16817839320976408
p912,0.26469706654466046
p913,0.20136741976232797
p914,0.21992043718105522
p925,0.18809641776815506
p926,0.21763009540246697
p932,0.15784472365370986
p939,0.21042859613574222
p955,0.15670314630270582
p981,0.20710637923592612
p982,0.11403745845499137
p983,0.1365856706947814
p984,0.1656245710124035
p985,0.14769340020175703
p986,0.1608920695020777
p1005,0.22217214377969213
p1008,0.1167402348584814
p1010,0.26106452374290406
p1014,0.13159476353213284
p1021,0.15113266072870946
p1022,0.1681418305509197
p1024,0.2937367305676281
p1029,0.20984282533451207
p1031,0.14311937284339737
p1034,0.21373022336792008
p1040,0.21232864628399198
p1058,0.19114845862056432
p1067,0.19122484617423915
p1075,0.2866696838215484
p1076,0.18799416058305823
p1087,0.15740694826813337
p1088,0.3089722282407856
p1104,0.302094276726628
p1106,0.1928661533400542
p1111,0.46281179107686055
p1120,0.2778349385379371
p1121,0.3050313066813243
p1141,0.19078146644989943
p1144,0.24412159131326627
p1157,0.29195079397625573
p1162,0.12012373049977668
p1163,0.2517693896903924
p1167,0.2319103120431463
p1175,0.1417488100381311
p1193,0.26469706654466046
p1194,0.30493529689660787
p1205,0.23136557136947714
p1206,0.2528470617590159
p1208,0.14815294409421872
p1213,0.22464749212432286
p1223,0.17784351571098597
p1226,0.15384760505900635
p1235,0.19246411024009175
p1238,0.259169114273812
p1240,0.11415144316105973
p1252,0.17691601866083834
p1253,0.14084406785478157
p1277,0.14630812021300627
p1280,0.13656997442582838
p1282,0.21565291992166022
p1298,0.25824326940636955
p1306,0.1673945747164332
p1315,0.1768315243769756
p1352,0.22702532908752074
p1355,0.2912176818016236
p1356,0.14412944433164093
p1362,0.16782117811097658
p1368,0.26945128999193496
p1373,0.1679147562293507
p1376,0.2085960635852577
p1388,0.2261385028477309
p1391,0.3049352968966079
p1395,0.20405456959487747
p1398,0.2423072081413363
p1400,0.19446563268781086
p1401,0.2404519599988668
p1402,0.16194900580172908
p1403,0.19120332962216116
p1409,0.1890695747838747
p1414,0.1968815459866763
p1419,0.17993677537624644
p1420,0.1762609983457293
p1427,0.26273477100323533
p1429,0.33176706399449474
p1431,0.2451746419558433
p1450,0.1564648056239613
p1470,0.24943497992410363
p1478,0.21951656891103166
p1485,0.12632981110967617
p1529,0.29218185434094396
p1532,0.18346481029175907
p1534,0.1647272922896
p1564,0.19685358448825271
p1645,0.2762748845705889
p1646,0.24417002720063202
p1668,0.22420995001167277
p1679,0.18215862680055694
p1684,0.22340467152386542
p1692,0.19678416127022882
p1694,0.19924823784982768
p1743,0.1798264204521873
p1797,0.32626882699556875
p1807,0.29068141477837484
p1810,0.2888542670705856
p1812,0.3111438355038678
p1813,0.24947369997867608
p1815,0.24472979389238306
p1816,0.24253140560741063
p1817,0.2888542670705856
p1818,0.24947369997867608
p1819,0.2888636398497062
p1820,0.3111438355038678
p1827,0.39874165918809706
p1829,0.39874165918809706
p1830,0.39874165918809706
p1837,0.39874165918809706
p1842,0.20866147725911155
p1847,0.24698454169279033
p1848,0.2563208392446053
p1850,0.2469845416927903
p1876,0.2888542670705856
p1877,0.3111438355038678
p1881,0.39874165918809706
p1910,0.3587904734479469
p1911,0.25831945459418354
p1927,0.2312122832865559
p1932,0.22403994098576732
p2005,0.3111438355038678
p2021,0.2748800224254957
p2062,0.16901475974529548
p2064,0.2634305109485418
p2137,0.22207447180821563
p2207,0.29080195610340265
p2208,0.19029246745331702
p2223,0.25119356502509854
p2225,0.22291960118727058
p2230,0.29699628806072736
p2233,0.27897185977387007
p2258,0.25362611412475616
p2259,0.17985827666280524
p2260,0.2794000677371251
p2262,0.21883021166243577
p2268,0.26557692219962586
p2270,0.15893716610773834
p2274,0.30278069890433346
p2280,0.2708977154163011
p2284,0.25917819829311783
p2294,0.1404521720428949
p2315,0.28151267099327004
p2318,0.29630504175488886
p2319,0.1865900561495973
p2321,0.19926836371636972
p2323,0.25984360486663427
p2327,0.35545489921270085
p2328,0.35545489921270085
p2329,0.46281179107686055
p2330,0.29745282041850496
p2331,0.27853158310527465
p2332,0.46281179107686055
p2334,0.46281179107686055
p2335,0.46281179107686055
p2336,0.34348784278052596
p2337,0.18703612774295542
p2338,0.16871843656120247
p2339,0.2056578685468499
p2340,0.11666883375514288
p2341,0.28160970921725764
p2342,0.2523516316141137
p2343,0.333224594988807
p2344,0.13043450094633555
p2345,0.28160970921725764
p2346,0.16686384037674756
p2347,0.1830842886055597
p2348,0.155396081418371
p2349,0.13849975323851127
p2350,0.20708537247626627
p2351,0.32884867513834026
p2352,0.29469235627505735
p2354,0.4520835845772186
p2355,0.34249932894270524
p2356,0.3424993289427053
p2357,0.34249932894270524
p2365,0.46281179107686055
p2368,0.1941691950105072
p2371,0.34249932894270524
p2372,0.34249932894270524
p2374,0.3008166578036668
p2375,0.22038278763514843
p2376,0.2505792885403502
p2380,0.2528423558405372
p2381,0.24696164647276084
p2384,0.30109595977421455
p2386,0.2963050417548889
p2387,0.23249852113382352
p2390,0.2130335081558472
p2391,0.39874165918809706
p2396,0.30109595977421455
p2398,0.25029651559040167
p2400,0.22344082706604973
p2404,0.22657410303630215
p2406,0.39874165918809706
p2409,0.2656143667010089
p2410,0.30209427672662803
p2413,0.1491747198502055
p2416,0.22468043753136424
p2419,0.21196933201199325
p2420,0.21304040188549495
p2426,0.3301910850007304
p2427,0.46281179107686055
p2428,0.33012658565618136
p2429,0.20232841351412512
p2430,0.16869803871439001
p2431,0.3560798394454244
p2432,0.3560798394454244
p2433,0.3560798394454245
p2434,0.3560798394454244
p2435,0.3560798394454244
p2436,0.46281179107686055
p2437,0.3560798394454245
p2438,0.3560798394454244
p2439,0.46281179107686055
p2440,0.46281179107686055
p2442,0.2936385172099445
p2443,0.24753468604472878
p2444,0.23977902864899694
p2445,0.46281179107686055
p2447,0.25711238183020296
p2448,0.46281179107686055
p2449,0.46281179107686055
p2450,0.30493198746216205
p2451,0.30648208511259806
p2453,0.3560798394454244
p2459,0.28491026155220867
p2460,0.4520835845772186
p2461,0.46281179107686055
p2464,0.21553659712995227
p2467,0.35545489921270085
p2470,0.2620626873887199
p2471,0.22535524516608815
p2472,0.333224594988807
p2473,0.23727603924110302
p2474,0.46281179107686055
p2475,0.2414480260372339
p2476,0.26069912275379875
p2477,0.3089722282407856
p2478,0.2072911646334943
p2481,0.2851665511098632
p2483,0.4520835845772186
p2484,0.46281179107686055
p2485,0.45208358457721864
p2486,0.26465103064540013
p2487,0.46281179107686055
p2490,0.27276973289107426
p2491,0.29008635681830186
p2492,0.3362854794167666
p2494,0.19540091771567603
p2497,0.46281179107686055
p2498,0.46281179107686055
p2499,0.46281179107686055
p2500,0.46281179107686055
p2501,0.46281179107686055
p2504,0.1514346133262702
p2509,0.3000822117611771
p2513,0.2671331337114582
p2515,0.2752658438546937
p2518,0.34249932894270524
p2519,0.2377330478472049
p2520,0.34249932894270524
p2521,0.3050313066813243
p2522,0.46281179107686055
p2523,0.46281179107686055
p2524,0.46281179107686055
p2525,0.46281179107686055
p2526,0.46281179107686055
p2528,0.46281179107686055
p2529,0.3560798394454244
p2530,0.46281179107686055
p2531,0.21172912714761052
p2532,0.46281179107686055
p2533,0.46281179107686055
p2534,0.22307219564930694
p2535,0.4520835845772186
p2536,0.46281179107686055
p2537,0.46281179107686055
p2548,0.26445023731231315
p2552,0.21246683997788274
p2556,0.2630954255863977
p2562,0.1899301250108178
p2565,0.2339036177880922
p2566,0.3050313066813243
p2567,0.46281179107686055
p2569,0.46281179107686055
p2570,0.2408706356182798
p2571,0.46281179107686055
p2583,0.23540870689625842
p2584,0.16552185675466535
p2586,0.19949871862254884
p2587,0.3122932335395312
p2590,0.46281179107686055
p2591,0.20290653859003582
p2592,0.19069591398195637
p2593,0.28516655110986316
p2594,0.28516655110986316
p2595,0.3560798394454244
p2596,0.22229734912066934
p2599,0.3089722282407855
p2606,0.30109595977421455
p2608,0.2355725163351905
p2610,0.2391747091456786
p2611,0.46281179107686055
p2613,0.35545489921270085
p2614,0.24820573355419454
p2615,0.24472669000813013
p2616,0.26577922218785033
p2617,0.45208358457721864
p2618,0.22961608169893427
p2619,0.4520835845772186
p2620,0.46281179107686055
p2621,0.46281179107686055
p2622,0.30648208511259806
p2623,0.46281179107686055
p2624,0.46281179107686055
p2625,0.46281179107686055
p2626,0.46281179107686055
p2627,0.28516655110986316
p2629,0.46281179107686055
p2630,0.46281179107686055
p2631,0.46281179107686055
p2632,0.30677392363442246
p2633,0.3560798394454245
p2634,0.30677392363442246
p2636,0.3560798394454244
p2640,0.3587904734479469
p2641,0.46281179107686055
p2642,0.3560798394454245
p2643,0.46281179107686055
p2644,0.22143982861616945
p2645,0.2857277528378613
p2646,0.30677392363442246
p2647,0.46281179107686055
p2651,0.3560798394454244
p2652,0.46281179107686055
p2656,0.39874165918809706
p2658,0.2487607792684751
p2659,0.24813615683828355
p2660,0.22680918297903624
p2662,0.46281179107686055
p2666,0.3453072474035348
p2673,0.22350886534848674
p2674,0.3050313066813243
p2676,0.3050313066813243
p2686,0.46281179107686055
p2687,0.3050313066813243
p2688,0.33479010407581883
p2689,0.21619604247498242
p2690,0.46281179107686055
p2691,0.45208358457721864
p2692,0.46281179107686055
p2693,0.46281179107686055
p2694,0.46281179107686055
p2695,0.46281179107686055
p2696,0.46281179107686055
p2697,0.46281179107686055
p2698,0.46281179107686055
p2700,0.20456521540664874
p2701,0.46281179107686055
p2702,0.46281179107686055
p2703,0.46281179107686055
p2706,0.26817413271769447
p2707,0.2436456980473387
p2708,0.46281179107686055
p2709,0.333224594988807
p2710,0.46281179107686055
p2711,0.2244773350639413
p2712,0.16336731352348233
p2715,0.46281179107686055
p2716,0.46281179107686055
p2717,0.2980068298692072
p2718,0.3089722282407855
p2719,0.46281179107686055
p2720,0.30154064986831275
p2721,0.238095853769227
p2722,0.2950341734655447
p2723,0.24946040150024823
p2724,0.2523516316141137
p2725,0.46281179107686055
p2726,0.2980068298692072
p2727,0.46281179107686055
p2728,0.25831945459418354
p2729,0.46281179107686055
p2730,0.2752621322566079
p2731,0.46281179107686055
p2732,0.31229323353953126
p2733,0.46281179107686055
p2734,0.46281179107686055
p2735,0.46281179107686055
p2736,0.3122932335395312
p2737,0.30493198746216205
p2738,0.46281179107686055
p2739,0.46281179107686055
p2740,0.2657792221878503
p2741,0.46281179107686055
p2742,0.46281179107686055
p2743,0.46281179107686055
p2744,0.3262688269955687
p2745,0.34517997702558173
p2746,0.46281179107686055
p2747,0.3122932335395312
p2748,0.46281179107686055
p2749,0.46281179107686055
p2750,0.46281179107686055
p2751,0.46281179107686055
p2752,0.39874165918809706
p2753,0.46281179107686055
p2754,0.23256594851604886
p2755,0.46281179107686055
p2756,0.46281179107686055
p2757,0.46281179107686055
p2758,0.4520835845772186
p2759,0.46281179107686055
p2760,0.46281179107686055
p2761,0.24196087744849215
p2762,0.46281179107686055
p2763,0.46281179107686055
p2764,0.46281179107686055
p2765,0.21975629963298887
p2766,0.30154064986831275
p2767,0.31229323353953126
p2768,0.3122932335395312
p2769,0.19861178587592476
p2770,0.46281179107686055
p2771,0.31229323353953126
p2772,0.287702725863878
p2773,0.46281179107686055
p2774,0.27473846670711527
p2775,0.333224594988807
p2776,0.46281179107686055
p2777,0.46281179107686055
p2778,0.24120289166140488
p2779,0.46281179107686055
p2780,0.46281179107686055
p2813,0.3089722282407855
p2816,0.39874165918809706
p2822,0.3067739236344224
p2823,0.3067739236344224
p2824,0.35545489921270085
p2826,0.34517997702558173
p2828,0.23340096132616284
p2829,0.22350886534848674
p2836,0.30677392363442246
p2838,0.30677392363442246
p2840,0.3560798394454244
p2850,0.3489665274625707
p2852,0.39874165918809706
p2857,0.30677392363442246
p2862,0.39874165918809706
p2863,0.29130105370503195
p2864,0.23306697907609833
p2865,0.34530724740353475
p2866,0.3453072474035348
p2867,0.4520835845772186
p2868,0.45208358457721864
p2869,0.4520835845772186
p2870,0.3489665274625707
p2871,0.3629830469310684
p2873,0.46281179107686055
p2875,0.3560798394454245
p2876,0.29511068937315144
p2877,0.20770502116442496
p2879,0.3489665274625707
p2880,0.29171173972701114
p2883,0.46281179107686055
p2886,0.46281179107686055
p2892,0.46281179107686055
p2907,0.20777272458747117
p2908,0.25998776858127437
p2910,0.2872043355699356
p2911,0.3489665274625707
p2912,0.29200869550880465
p2913,0.3489665274625707
p2921,0.46281179107686055
p2923,0.3489665274625707
p2924,0.3341274458944831
p2926,0.46281179107686055
p2927,0.20369644615165622
p2928,0.29130105370503195
p2932,0.4520835845772186
p2933,0.4520835845772186
p2934,0.45208358457721864
p2935,0.46281179107686055
p2936,0.46281179107686055
p2937,0.2738435758473918
p2938,0.3332125651533025
p2939,0.46281179107686055
p2940,0.3560798394454245
p2941,0.46281179107686055
p2942,0.3560798394454245
p2948,0.22114551493294338
p2949,0.1982134331970841
p2950,0.20460963882727806
p2952,0.18014140662010375
p2953,0.16051765470309218
p2954,0.177731177905003
p2957,0.19960835512230923
p2958,0.17449326967768186
p2960,0.1756581783625648
p2961,0.2035238597343717
p2967,0.21735516963214288
p2968,0.1900093396462131
p2969,0.34530724740353475
p2970,0.34530724740353475
p2971,0.2315141444723486
p2981,0.18779428183140434
p2982,0.46281179107686055
p2983,0.46281179107686055
p2985,0.3453072474035348
p2988,0.2573244593226103
p2989,0.29238840742493083
p2990,0.3262688269955687
p2992,0.3560798394454244
p2993,0.46281179107686055
p2994,0.3629830469310685
p2995,0.2370862182227578
p2996,0.22161652140446017
p2997,0.2431864065935817
p2998,0.24532637436566043
p2999,0.34517997702558173
p3000,0.4520835845772186
p3001,0.2774017660957606
p3002,0.3587904734479469
p3003,0.3489665274625707
p3005,0.23941338722577107
p3007,0.39874165918809706
p3010,0.2071792267698385
p3017,0.39874165918809706
p3018,0.28444082546799565
p3019,0.39874165918809706
p3021,0.3587904734479469
p3023,0.28541089576603934
p3024,0.21259405764734982
p3025,0.3489665274625707
p3026,0.30493198746216205
p3027,0.32906372028968245
p3028,0.1839445874238644
p3029,0.24927503486426913
p3030,0.28216795573335957
p3032,0.22959649507352387
p3033,0.20276902630688717
p3038,0.1843139730164863
p3039,0.29363851720994455
p3040,0.2428979866287754
p3041,0.2570248284057299
p3042,0.3560798394454244
p3043,0.23683681275553042
p3044,0.46281179107686055
p3047,0.45208358457721864
p3055,0.39874165918809706
p3060,0.39874165918809706
p3061,0.28545823016792227
p3063,0.3453072474035348
p3064,0.32626882699556875
p3065,0.3560798394454244
p3066,0.46281179107686055
p3067,0.28444082546799565
p3069,0.46281179107686055
p3070,0.3587904734479469
p3071,0.30493198746216205
p3073,0.30154064986831275
p3074,0.3293852069915905
p3077,0.45208358457721864
p3078,0.2462357872941402
p3079,0.4520835845772186
p3080,0.4520835845772186
p3081,0.45208358457721864
p3082,0.45208358457721864
p3083,0.45208358457721864
p3084,0.25427379759982277
p3085,0.46281179107686055
p3086,0.32922490914753516
p3087,0.333224594988807
p3094,0.46281179107686055
p3100,0.2899962603552465
p3103,0.46281179107686055
p3106,0.46281179107686055
p3107,0.24405937245364948
p3108,0.25278261124342766
p3109,0.29630504175488886
p3111,0.2963050417548889
p3114,0.273252750947857
p3120,0.3587904734479469
p3121,0.3587904734479469
p3127,0.46281179107686055
p3128,0.46281179107686055
p3133,0.2660661447422693
p3134,0.3629830469310684
p3135,0.35545489921270085
p3136,0.35545489921270085
p3137,0.46281179107686055
p3140,0.46281179107686055
p3143,0.3362854794167666
p3145,0.19629161627779396
p3146,0.34348784278052596
p3148,0.27582831273777864
p3149,0.333224594988807
p3153,0.2963050417548889
p3154,0.39874165918809706
p3157,0.29068141477837484
p3161,0.2949019062503214
p3162,0.3587904734479469
p3164,0.2939609362400535
p3165,0.28436381983022446
p3167,0.2899962603552465
p3168,0.39874165918809706
p3170,0.25831945459418354
p3171,0.35879047344794684
p3172,0.35879047344794684
p3173,0.3587904734479469
p3174,0.29171173972701114
p3175,0.333224594988807
p3178,0.39874165918809706
p3180,0.39874165918809706
p3181,0.3587904734479469
p3182,0.28999626035524645
p3183,0.39874165918809706
p3184,0.2843638198302244
p3185,0.29165501208325156
p3186,0.333224594988807
p3190,0.45208358457721864
p3191,0.34348784278052596
p3192,0.2844939932964056
p3194,0.28436381983022446
p3195,0.333224594988807
p3196,0.2866310436992831
p3201,0.25831945459418354
p3203,0.39874165918809706
p3205,0.3587904734479469
p3209,0.4520835845772186
p3210,0.34517997702558173
p3215,0.3587904734479469
p3216,0.2848550337266407
p3217,0.2313294201227819
p3218,0.24740334294308092
p3219,0.30109595977421455
p3220,0.35879047344794684
p3222,0.35879047344794684
p3223,0.3587904734479469
p3228,0.333224594988807
p3229,0.2943031516661381
p3235,0.23062969717466192
p3236,0.39874165918809706
p3239,0.39874165918809706
p3243,0.29490190625032137
p3244,0.39874165918809706
p3246,0.39874165918809706
p3247,0.39874165918809706
p3249,0.29068141477837484
p3250,0.39874165918809706
p3266,0.2866310436992831
p3269,0.3587904734479469
p3274,0.26743900347046534
p3282,0.2963050417548889
p3283,0.3587904734479469
p3284,0.35879047344794684
p3288,0.2899962603552465
p3293,0.333224594988807
p3294,0.2779499894349659
p3295,0.333224594988807
p3366,0.24779027565275177
p3408,0.3560798394454245
p3409,0.46281179107686055
p3410,0.46281179107686055
p3411,0.3560798394454245
p3412,0.2220016268258313
p3413,0.2593111573557459
p3414,0.16935975973435122
p3416,0.2842097842299479
p3417,0.3453072474035348
p3496,0.3560798394454244
p3522,0.27853158310527465
p3527,0.46281179107686055
p3531,0.3560798394454244
p3551,0.3111438355038678
p3557,0.39874165918809706
p3595,0.46281179107686055
p3597,0.34530724740353475
p3662,0.3587904734479469
p3760,0.3587904734479469
p3765,0.19801934047701053
p3770,0.297452820418505
p3811,0.2589187415810325
p3812,0.3453072474035348
p3813,0.28503969352398945
p3814,0.18162333994947086
p3815,0.2167584423380767
p3816,0.3453072474035348
p3817,0.24813615683828355
p3818,0.2524477660868295
p3819,0.24813615683828352
p3820,0.34530724740353475
p3821,0.29171173972701114
p3823,0.4520835845772186
p3825,0.4520835845772186
p3826,0.30493198746216205
p3856,0.3067739236344224
p3865,0.3587904734479469
p3871,0.3587904734479469
p3876,0.39874165918809706
p3916,0.29068141477837484
p3943,0.4520835845772186
p3944,0.46281179107686055
p3974,0.46281179107686055
p3975,0.30109595977421455
p3976,0.22446943541991876
p3977,0.32856438376438435
p4005,0.4520835845772186
p4006,0.35545489921270085
p4011,0.3341509407931291
p4014,0.46281179107686055
p4015,0.46281179107686055
p4016,0.46281179107686055
p4017,0.46281179107686055
p4018,0.333224594988807
p4019,0.46281179107686055
p4020,0.3332125651533025
p4021,0.3629830469310684
p4022,0.30278069890433346
p4025,0.34573690785371664
p4026,0.4520835845772186
p4030,0.35545489921270085
p4034,0.46281179107686055
p4039,0.46281179107686055
p4044,0.25868751738935386
p4047,0.25671310138068065
p4049,0.333224594988807
p4052,0.3111438355038678
p4056,0.39874165918809706
p4094,0.25187493470951516
p4095,0.25187493470951516
p4096,0.27559431262416045
p4097,0.35545489921270085
p4098,0.2859193162532472
p4099,0.46281179107686055
p4100,0.3262688269955687
p4101,0.46281179107686055
p4102,0.2920132184417886
p4106,0.45208358457721864
p4109,0.35545489921270085
p4118,0.27897185977387007
p4120,0.3027806989043334
p4121,0.34517997702558173
p4123,0.25622534769942173
p4124,0.22427844476163994
p4125,0.2538840935725329
p4126,0.3629830469310684
p4127,0.30278069890433346
p4128,0.3629830469310684
p4129,0.3027806989043334
p4130,0.3027806989043334
p4131,0.3629830469310685
p4132,0.3629830469310685
p4135,0.30493198746216205
p4136,0.3457369078537166
p4137,0.3027144921517823
p4140,0.30278069890433346
p4141,0.3262688269955687
p4145,0.46281179107686055
p4148,0.32626882699556875
p4149,0.30109595977421455
p4150,0.34517997702558173
p4154,0.2755679817454368
p4174,0.23292346328499225
p4175,0.45208358457721864
p4176,0.34348784278052596
p4177,0.28046723077270874
p4178,0.45208358457721864
p4191,0.24049916932676144
p4235,0.46281179107686055
p4240,0.35545489921270085
p4244,0.35545489921270085
p4248,0.35545489921270085
p4298,0.46281179107686055
p4416,0.35545489921270085
p4419,0.35545489921270085
p4476,0.34517997702558173
p4477,0.46281179107686055
p4511,0.30154064986831275
p4512,0.30154064986831275
p4513,0.46281179107686055
p4514,0.25831945459418354
p4520,0.2570248284057299
p4522,0.4520835845772186
p4523,0.4520835845772186
p4536,0.39874165918809706
p4545,0.2866310436992831
p4554,0.2527826112434276
p4615,0.26938064014920454
p4619,0.2943031516661381
p4628,0.25154943118960593
p4630,0.3027806989043334
p4674,0.2265741030363021
p4697,0.4520835845772186
p4701,0.45208358457721864
p4702,0.4520835845772186
p4709,0.26313253754253113
p4711,0.45208358457721864
p4712,0.4520835845772186
p4719,0.3587904734479469
p4720,0.3587904734479469
p4723,0.29855116635011575
p4724,0.46281179107686055
p4736,0.2191708035480027
p4737,0.291938353163236
p4798,0.46281179107686055
p4800,0.45208358457721864
p4801,0.4520835845772186
p4802,0.4520835845772186
p4804,0.3457369078537165
p4805,0.3457369078537166
p4807,0.3288779781297158
p4808,0.3288779781297158
p4809,0.2747157171139678
p4810,0.3288779781297158
p4811,0.34573690785371664
p4812,0.2747157171139678
p4852,0.3560798394454244
p4854,0.30493198746216205
p4855,0.29375206454693314
p4856,0.46281179107686055
p4861,0.4520835845772186
p4866,0.3587904734479469
p4867,0.35879047344794684
p4868,0.3587904734479469
p4869,0.21120378382744592
p4870,0.34348784278052596
p4871,0.46281179107686055
p4873,0.45208358457721864
p4874,0.3629830469310685
p4875,0.46281179107686055
p4879,0.46281179107686055
p4885,0.25831945459418354
p4886,0.39874165918809706
p4893,0.3587904734479469
